umbral,precision,recall
9.795989691012184e-05,0.34945753834642723,1.0
9.828958706838482e-05,0.34947061244341354,1.0
9.871489860545389e-05,0.34948368751870695,1.0
9.874615529554245e-05,0.3494967635724174,1.0
9.876063572067112e-05,0.3495098406046546,1.0
9.909426080600163e-05,0.34952291861552853,1.0
9.963155669973835e-05,0.3495359976051489,1.0
0.00010054385548665609,0.3495490775736257,1.0
0.00010062979566644656,0.34956215852106876,1.0
0.00010092160676801081,0.34957524044758803,1.0
0.00010192790988085157,0.34958832335329343,1.0
0.00010213678775063451,0.34960140723829486,1.0
0.00010240296972924291,0.3496144921027023,1.0
0.0001024214760345511,0.34962757794662574,1.0
0.0001028367888556035,0.3496406647701752,1.0
0.00010287388008295271,0.3496537525734606,1.0
0.00010329669447783908,0.34966684135659204,1.0
0.00010346492799064838,0.34967993111967954,1.0
0.000103552034474088,0.3496930218628332,1.0
0.00010368963647555034,0.349706113586163,1.0
0.00010437742580002547,0.3497192062897791,1.0
0.00010510191146541022,0.3497322999737916,1.0
0.00010540578563493262,0.3497453946383106,1.0
0.00010556644442577362,0.3497584902834463,1.0
0.00010610242627245007,0.34977158690930876,1.0
0.00010621250088251586,0.34978468451600825,1.0
0.00010627144572318244,0.3497977831036549,1.0
0.00010653340559062394,0.34981088267235894,1.0
0.00010690139064776202,0.3498239832222305,1.0
0.00010693219719256517,0.34983708475338005,1.0
0.00010700333919824316,0.3498501872659176,1.0
0.00010747345150269085,0.34986329075995354,1.0
0.00010757639143639998,0.34987639523559816,1.0
0.00010769297677090141,0.34988950069296176,1.0
0.00010771254258452538,0.34990260713215465,1.0
0.0001079740279041597,0.3499157145532871,1.0
0.0001082662206501161,0.3499288229564696,1.0
0.00010856305423719458,0.3499419323418125,1.0
0.00010878087513032746,0.34995504270942607,1.0
0.0001087829416803485,0.3499681540594208,1.0
0.00010963959926944419,0.3499812663919071,1.0
0.00010991817975016502,0.3499943797069954,1.0
0.00010996016943070128,0.35000749400479614,1.0
0.00011006970238579828,0.3500206092854199,1.0
0.00011032366111700666,0.350033725548977,1.0
0.00011121987396757684,0.350046842795578,1.0
0.00011127029751558405,0.35005996102533354,1.0
0.00011127984154101858,0.350073080238354,1.0
0.00011128930565540611,0.35008620043475003,1.0
0.000112396668235847,0.35009932161463214,1.0
0.00011257604896626441,0.35011244377811096,1.0
0.00011330361599749738,0.35012556692529706,1.0
0.00011360669027190148,0.3501386910563011,1.0
0.00011368059445818759,0.35015181617123364,1.0
0.00011380097308019201,0.35016494227020545,1.0
0.00011393294825479094,0.35017806935332707,1.0
0.00011399904044176981,0.3501911974207093,1.0
0.000114043930502809,0.3502043264724628,1.0
0.00011453224803009842,0.35021745650869823,1.0
0.0001147289195654867,0.35023058752952646,1.0
0.00011489429048304314,0.3502437195350581,1.0
0.00011500967154615738,0.350256852525404,1.0
0.00011572801707528968,0.350269986500675,1.0
0.00011594451842669987,0.35028312146098173,1.0
0.00011611999465236314,0.35029625740643516,1.0
0.00011621556651603258,0.3503093943371461,1.0
0.00011621862796167032,0.35032253225322535,1.0
0.00011642634566899897,0.35033567115478376,1.0
0.00011658801998884921,0.35034881104193233,1.0
0.00011705965808813587,0.35036195191478187,1.0
0.00011708420469330505,0.35037509377344334,1.0
0.00011800835193205483,0.3503882366180277,1.0
0.00011827729063775976,0.3504013804486458,1.0
0.00011868270534084378,0.3504145252654087,1.0
0.00011869064581373677,0.35042767106842737,1.0
0.00011903522325939093,0.3504408178578128,1.0
0.00011923652966495585,0.350453965633676,1.0
0.00011938517316058202,0.35046711439612804,1.0
0.00011939769305089145,0.3504802641452799,1.0
0.00011950145679044957,0.35049341488124275,1.0
0.00011951296456514366,0.3505065666041276,1.0
0.0001199291728671972,0.3505197193140456,1.0
0.00011997846395298331,0.35053287301110775,1.0
0.00012010255873628712,0.35054602769542537,1.0
0.00012011065450211409,0.3505591833671095,1.0
0.00012077259532138266,0.35057234002627136,1.0
0.00012094284645429719,0.35058549767302205,1.0
0.00012174991396701966,0.3505986563074729,1.0
0.00012214070620029856,0.350611815929735,1.0
0.00012242235586643158,0.3506249765399197,1.0
0.00012269143131146047,0.35063813813813816,1.0
0.00012282717472072012,0.3506513007245017,1.0
0.00012285481324049083,0.35066446429912157,1.0
0.00012288741159603066,0.35067762886210907,1.0
0.00012308275241216987,0.3506907944135756,1.0
0.0001231220685877197,0.35070396095363243,1.0
0.00012356139526694039,0.35071712848239095,1.0
0.00012368669453175244,0.35073029699996244,1.0
0.00012401264283243207,0.3507434665064584,1.0
0.00012409032430680232,0.35075663700199017,1.0
0.00012446717704067678,0.35076980848666917,1.0
0.00012480513355447542,0.35078298096060684,1.0
0.0001250563038536132,0.35079615442391465,1.0
0.0001252284516537228,0.3508093288767041,1.0
0.00012535711645843164,0.3508225043190866,1.0
0.00012572179962703478,0.3508356807511737,1.0
0.000125905581421047,0.3508488581730769,1.0
0.00012616944120435292,0.3508620365849078,1.0
0.00012674861315426514,0.35087521598677784,1.0
0.00012676884556434804,0.3508883963787987,1.0
0.00012691032471965824,0.3509015777610819,1.0
0.00012695759761571692,0.35091476013373907,1.0
0.0001270740117455972,0.35092794349688183,1.0
0.00012732260555281508,0.35094112785062176,1.0
0.00012756009419973295,0.35095431319507064,1.0
0.00012777104301117442,0.35096749953034,1.0
0.000128238163734323,0.35098068685654166,1.0
0.00012851495306326943,0.3509938751737873,1.0
0.0001287087389886111,0.3510070644821885,1.0
0.0001289568153706027,0.3510202547818571,1.0
0.0001296064343935306,0.35103344607290493,1.0
0.00012975868160940471,0.35104663835544364,1.0
0.00012981472801577653,0.3510598316295851,1.0
0.0001299273095071701,0.35107302589544104,1.0
0.00012993745487870323,0.3510862211531234,1.0
0.00013011802663627717,0.35109941740274386,1.0
0.0001301949792594982,0.3511126146444144,1.0
0.0001302387170514456,0.3511258128782468,1.0
0.00013037576234446927,0.35113901210435305,1.0
0.0001304936069951142,0.351152212322845,1.0
0.00013075168985168234,0.35116541353383457,1.0
0.00013092546207873275,0.35117861573743375,1.0
0.00013095926891775248,0.3511918189337544,1.0
0.0001310310475799767,0.3512050231229086,1.0
0.00013168308600601089,0.35121822830500826,1.0
0.0001320838617393307,0.35123143448016547,1.0
0.00013292683844730018,0.3512446416484921,1.0
0.00013343360538385304,0.3512578498101004,1.0
0.00013376697412797504,0.3512710589651023,1.0
0.00013507996264955507,0.3512842691136099,1.0
0.0001355570537721015,0.35129748025573526,1.0
0.00013761329643625345,0.3513106923915905,1.0
0.00013781074985604535,0.3513239055212878,1.0
0.0001378141339696872,0.35133711964493924,1.0
0.0001390214603758163,0.35135033476265704,1.0
0.00013923139701599427,0.35136355087455334,1.0
0.00013945139791202106,0.3513767679807403,1.0
0.00013977750652780885,0.35138998608133015,1.0
0.00014049453925640707,0.3514032051764352,1.0
0.00014054201270405334,0.35141642526616756,1.0
0.0001405548422161036,0.35142964635063956,1.0
0.000141386420702481,0.35144286842996353,1.0
0.00014201277314221462,0.3514560915042516,1.0
0.00014211053608093613,0.35146931557361627,1.0
0.00014259544081222933,0.3514825406381698,1.0
0.00014270158627105575,0.35149576669802446,1.0
0.00014281730029456604,0.3515089937532927,1.0
0.00014431819969054036,0.3515222218040869,1.0
0.00014448071859806937,0.35153545085051935,1.0
0.00014486023495382383,0.3515486808927026,1.0
0.00014522702327785116,0.351561911930749,1.0
0.0001454363805196804,0.35157514396477096,1.0
0.0001454727371740468,0.35158837699488105,1.0
0.0001459117364752837,0.3516016110211917,1.0
0.00014602915238095038,0.3516148460438154,1.0
0.0001463247440703113,0.35162808206286467,1.0
0.00014650928627375285,0.35164131907845203,1.0
0.00014701784371455763,0.35165455709069005,1.0
0.00014702415195684955,0.3516677960996913,1.0
0.00014730096623105022,0.35168103610556833,1.0
0.0001473767320161501,0.35169427710843376,1.0
0.0001481019767388264,0.35170751910840015,1.0
0.00014810342560540415,0.35172076210558023,1.0
0.00014870207678792052,0.3517340061000866,1.0
0.00014932087340987655,0.3517472510920319,1.0
0.00014941214810785554,0.3517604970815289,1.0
0.00014968020999855938,0.3517737440686902,1.0
0.00015006190902951526,0.35178699205362857,1.0
0.00015022399284701424,0.35180024103645674,1.0
0.00015022937358619975,0.3518134910172875,1.0
0.0001504418614179311,0.35182674199623354,1.0
0.00015100880841175193,0.35183999397340765,1.0
0.00015114454693600858,0.3518532469489227,1.0
0.0001512075247688005,0.35186650092289146,1.0
0.00015150386095820584,0.3518797558954268,1.0
0.00015156193805299748,0.35189301186664157,1.0
0.0001515943510956268,0.3519062688366486,1.0
0.00015170742310916126,0.35191952680556077,1.0
0.0001517341465485715,0.3519327857734911,1.0
0.0001517426866361872,0.3519460457405523,1.0
0.0001524152271402934,0.3519593067068576,1.0
0.0001529366333878854,0.3519725686725197,1.0
0.00015304067873315807,0.3519858316376517,1.0
0.0001533488462656954,0.35199909560236653,1.0
0.00015436497695954984,0.3520123605667772,1.0
0.00015497358195566411,0.3520256265309968,1.0
0.00015507455153495502,0.35203889349513834,1.0
0.0001550888818527159,0.35205216145931484,1.0
0.00015527938040971236,0.35206543042363936,1.0
0.00015626322499976818,0.3520787003882251,1.0
0.00015645730316411015,0.3520919713531851,1.0
0.0001565717660242845,0.35210524331863247,1.0
0.00015684745223647122,0.3521185162846803,1.0
0.00015737932770843038,0.3521317902514419,1.0
0.00015758838671131226,0.3521450652190304,1.0
0.0001581074513035121,0.3521583411875589,1.0
0.00015862060077138297,0.3521716181571407,1.0
0.00015922518680114032,0.352184896127889,1.0
0.00016074919008244275,0.3521981750999171,1.0
0.00016113409800973927,0.3522114550733381,1.0
0.00016195295071471275,0.3522247360482655,1.0
0.00016315719007351073,0.3522380180248124,1.0
0.00016377428723092673,0.35225130100309227,1.0
0.00016382518686194216,0.35226458498321833,1.0
0.00016440151586379778,0.35227786996530397,1.0
0.00016446662892064982,0.3522911559494626,1.0
0.00016519112216185566,0.3523044429358075,1.0
0.00016683220077219981,0.3523177309244522,1.0
0.00016683416143670047,0.35233101991550997,1.0
0.0001675140937439954,0.3523443099090943,1.0
0.00016761040734674016,0.35235760090531876,1.0
0.00016762715706229443,0.35237089290429663,1.0
0.00016798034521561223,0.35238418590614157,1.0
0.00016900917600700687,0.3523974799109669,1.0
0.00017038302598160684,0.3524107749188863,1.0
0.00017045714396764932,0.3524240709300132,1.0
0.00017112720494479898,0.35243736794446123,1.0
0.00017126882228727343,0.35245066596234387,1.0
0.00017129100274995338,0.3524639649837748,1.0
0.00017201700291488706,0.3524772650088676,1.0
0.00017464883744518965,0.3524905660377359,1.0
0.00017589365538655359,0.3525038680704932,1.0
0.00017610624571289538,0.3525171711072534,1.0
0.00017621235315618542,0.35253047514812996,1.0
0.00017704394480782485,0.35254378019323673,1.0
0.0001770926103402884,0.3525570862426873,1.0
0.00017793329913708396,0.35257039329659545,1.0
0.00017893133406022646,0.35258370135507494,1.0
0.00017894930581479083,0.3525970104182395,1.0
0.00017913423094139023,0.3526103204862029,1.0
0.00017980205740710355,0.3526236315590789,1.0
0.00017993535883068193,0.3526369436369814,1.0
0.0001808688336877511,0.35265025672002415,1.0
0.00018146230793891248,0.35266357080832106,1.0
0.0001815449339210111,0.352676885901986,1.0
0.00018311677658888967,0.3526902020011327,1.0
0.00018326677836416464,0.3527035191058752,1.0
0.00018341144100747053,0.35271683721632746,1.0
0.00018434577400351258,0.3527301563326033,1.0
0.00018492798848016793,0.3527434764548167,1.0
0.00018518768757638582,0.3527567975830816,1.0
0.00018556031658570481,0.352770119717512,1.0
0.00018559893890431726,0.35278344285822194,1.0
0.00018561451082797447,0.35279676700532536,1.0
0.0001865094569854562,0.3528100921589364,1.0
0.0001867608422078246,0.352823418319169,1.0
0.00018717201171752253,0.35283674548613736,1.0
0.00018793207608244278,0.3528500736599554,1.0
0.00018844313432330766,0.35286340284073736,1.0
0.00018946324165988209,0.35287673302859734,1.0
0.00019001215982765202,0.35289006422364944,1.0
0.00019058960627189652,0.35290339642600776,1.0
0.000190820384107454,0.35291672963578663,1.0
0.00019149899217743162,0.3529300638531001,1.0
0.00019253328450029528,0.35294339907806244,1.0
0.0001927209714760615,0.3529567353107878,1.0
0.00019341565423491375,0.35297007255139057,1.0
0.00019507840837778046,0.3529834107999849,1.0
0.0001960149466442166,0.35299675005668507,1.0
0.00019704778774680488,0.3530100903216054,1.0
0.00019705447502961295,0.35302343159486016,1.0
0.0001972871932239026,0.35303677387656374,1.0
0.00019735598869878,0.35305011716683043,1.0
0.00019737088962850293,0.35306346146577466,1.0
0.0001975573189790793,0.3530768067735107,1.0
0.0001982878451978808,0.35309015309015307,1.0
0.00019875155745710367,0.3531035004158161,1.0
0.00019952607828439017,0.3531168487506143,1.0
0.00020074235571742772,0.353130198094662,1.0
0.00020106776099259398,0.3531435484480738,1.0
0.00020229953275905619,0.3531568998109641,1.0
0.000203970601419343,0.3531702521834474,1.0
0.00020449776715713287,0.3531836055656382,1.0
0.0002045846814511241,0.35319695995765116,1.0
0.00020915816875206525,0.3532103153596007,1.0
0.00021300278946233435,0.3532236717716014,1.0
0.00021342821219906685,0.353237029193768,1.0
0.00021387102929628786,0.35325038762621486,1.0
0.00021463114625750482,0.3532637470690568,1.0
0.00021644969103543245,0.3532771075224084,1.0
0.00021858159616737951,0.3532904689863843,1.0
0.00021975819014463983,0.3533038314610991,1.0
0.00022126419051840513,0.3533171949466677,1.0
0.00022163950321691265,0.3533305594432046,1.0
0.00022364788206368587,0.3533439249508246,1.0
0.00022503239288487934,0.3533572914696425,1.0
0.00022605556479304782,0.35337065899977305,1.0
0.00022646412955231853,0.3533840275413309,1.0
0.00022655876635921295,0.35339739709443097,1.0
0.0002278189678135111,0.35341076765918805,1.0
0.00022839185089177993,0.35342413923571697,1.0
0.0002287575653746699,0.3534375118241326,1.0
0.00022978564802429613,0.3534508854245497,1.0
0.00023217602043841003,0.3534642600370833,1.0
0.00023519414784965603,0.3534776356618482,1.0
0.0002362616299158723,0.3534910122989593,1.0
0.00023785403578270567,0.3535043899485316,1.0
0.00023924030867622113,0.35351776861068007,1.0
0.00024291218038896523,0.3535311482855196,1.0
0.00024308214893929337,0.3535445289731653,1.0
0.00024562945517411447,0.35355791067373205,1.0
0.0002465899130416439,0.3535712933873349,1.0
0.00024687552612382666,0.35358467711408886,1.0
0.0002471530099226592,0.3535980618541091,1.0
0.0002484152392468051,0.3536114476075106,1.0
0.00025014787964589306,0.3536248343744085,1.0
0.000250932715544613,0.35363822215491786,1.0
0.0002510393777503472,0.3536516109491538,1.0
0.0002517193426572277,0.35366500075723156,1.0
0.00025329913345766925,0.3536783915792662,1.0
0.00025511418370808805,0.35369178341537294,1.0
0.000255853077411872,0.353705176265667,1.0
0.000256317717695044,0.35371857013026353,1.0
0.0002568586647112998,0.35373196500927784,1.0
0.00025736658569728714,0.3537453609028251,1.0
0.0002582608337591778,0.3537587578110206,1.0
0.00025963644093065125,0.3537721557339797,1.0
0.0002599028325226838,0.3537855546718176,1.0
0.0002615421624676376,0.35379895462464966,1.0
0.0002617646994800184,0.35381235559259117,1.0
0.0002619057475041262,0.35382575757575757,1.0
0.000262705227034999,0.3538391605742642,1.0
0.000264838045137553,0.3538525645882264,1.0
0.0002682685133436669,0.35386596961775957,1.0
0.0002720509895496948,0.3538793756629792,1.0
0.0002724302274145907,0.35389278272400077,1.0
0.00027281778478667907,0.3539061908009396,1.0
0.00027282594218797594,0.35391959989391125,1.0
0.000273484093382832,0.35393301000303123,1.0
0.0002742748135825877,0.353946421128415,1.0
0.0002747946446946855,0.3539598332701781,1.0
0.000277577177559904,0.3539732464284361,1.0
0.0002778569526593795,0.3539866606033045,1.0
0.0002787702643993323,0.354000075794899,1.0
0.00028056728478745345,0.3540134920033351,1.0
0.000281144507815017,0.3540269092287284,1.0
0.0002813956077404757,0.3540403274711947,1.0
0.00028285597011438085,0.3540537467308494,1.0
0.00028294715756411624,0.3540671670078084,1.0
0.00028420084899758694,0.3540805883021872,1.0
0.00028630710210788814,0.3540940106141016,1.0
0.0002865469376905512,0.35410743394366734,1.0
0.0002881353997693951,0.3541208582910001,1.0
0.0002900070140497183,0.35413428365621563,1.0
0.0002908432272676915,0.3541477100394298,1.0
0.00029144975115449683,0.3541611374407583,1.0
0.0002932009622088499,0.354174565860317,1.0
0.00029686986027372065,0.35418799529822165,1.0
0.0002971345992866474,0.3542014257545882,1.0
0.00029953920394340733,0.35421485722953244,1.0
0.0003009726091434106,0.3542282897231703,1.0
0.00030133434890499756,0.3542417232356176,1.0
0.0003019507779393662,0.3542551577669903,1.0
0.0003058908980780131,0.35426859331740435,1.0
0.0003068222253274877,0.35428202988697566,1.0
0.00030703500638843784,0.3542954674758202,1.0
0.0003073729305813991,0.354308906084054,1.0
0.00030883589447940654,0.35432234571179305,1.0
0.0003101281482972343,0.3543357863591533,1.0
0.0003118132439913922,0.3543492280262509,1.0
0.0003120173106002544,0.3543626707132018,1.0
0.00031227160736592815,0.3543761144201222,1.0
0.0003133215783614685,0.354389559147128,1.0
0.00031360389594767453,0.35440300489433546,1.0
0.00031409489340087244,0.3544164516618607,1.0
0.0003158273833337446,0.3544298994498198,1.0
0.0003160710772569058,0.3544433482583289,1.0
0.0003196353205791652,0.35445679808750424,1.0
0.00031991849330665646,0.35447024893746204,1.0
0.0003218341030659307,0.3544837008083185,1.0
0.0003222570437503081,0.35449715370018975,1.0
0.00032290753398279135,0.35451060761319214,1.0
0.00032455653064582897,0.35452406254744195,1.0
0.0003255298722077171,0.35453751850305537,1.0
0.00033178584264932637,0.3545509754801488,1.0
0.00033339292784880886,0.3545644334788385,1.0
0.00033395644662314,0.3545778924992408,1.0
0.0003380643598936537,0.3545913525414721,1.0
0.0003395354698705204,0.35460481360564877,1.0
0.0003404548239410515,0.3546182756918872,1.0
0.0003409202805261058,0.35463173880030374,1.0
0.00034170728328779607,0.35464520293101487,1.0
0.00034181271983548455,0.354658668084137,1.0
0.0003430760063110271,0.3546721342597866,1.0
0.0003438678371935431,0.3546856014580802,1.0
0.00034391260353947294,0.3546990696791342,1.0
0.0003446185714454092,0.35471253892306526,1.0
0.0003487020645612708,0.35472600918998975,1.0
0.00034919929061247843,0.3547394804800243,1.0
0.0003508164232751539,0.3547529527932855,1.0
0.00035293796956093707,0.35476642612988984,1.0
0.000353824422303192,0.35477990048995406,1.0
0.000354290425898079,0.35479337587359466,1.0
0.000355584345441719,0.35480685228092834,1.0
0.0003576950282089099,0.3548203297120717,1.0
0.00035864865138837844,0.3548338081671415,1.0
0.0003614363635900018,0.3548472876462544,1.0
0.00036173794274734996,0.35486076814952705,1.0
0.0003628505847678571,0.3548742496770762,1.0
0.00036373895363837287,0.35488773222901865,1.0
0.0003688106309681254,0.3549012158054711,1.0
0.00037106666635155345,0.3549147004065504,1.0
0.0003743657157771787,0.3549281860323733,1.0
0.0003744539509105459,0.3549416726830566,1.0
0.0003744681180970357,0.3549551603587171,1.0
0.00037686948016142933,0.3549686490594718,1.0
0.0003772360944565232,0.3549821387854374,1.0
0.0003786142030749332,0.3549956295367309,1.0
0.00038047776103399363,0.3550091213134691,1.0
0.0003812570727876792,0.3550226141157691,1.0
0.0003821686448244564,0.3550361079437476,1.0
0.00038445271271175146,0.35504960279752174,1.0
0.0003845797832276831,0.3550630986772085,1.0
0.00038516284270735207,0.3550765955829247,1.0
0.0003858739615982857,0.3550900935147875,1.0
0.00039329946050377563,0.3551035924729139,1.0
0.0003939674791367123,0.3551170924574209,1.0
0.0003962394687614432,0.3551305934684257,1.0
0.00039705764184741384,0.35514409550604514,1.0
0.00039861375724402077,0.3551575985703966,1.0
0.00039862472989390924,0.35517110266159696,1.0
0.00040063562019012277,0.35518460777976346,1.0
0.00040142065943439483,0.3551981139250133,1.0
0.00040386237246529494,0.35521162109746357,1.0
0.0004061360629262743,0.35522512929723155,1.0
0.0004069795617539703,0.3552386385244343,1.0
0.00040951979151877886,0.35525214877918915,1.0
0.00040997309469776433,0.35526566006161336,1.0
0.00041072268341747303,0.3552791723718241,1.0
0.00041372201031092913,0.35529268570993877,1.0
0.00041480952282936897,0.35530620007607455,1.0
0.00041484511826855814,0.3553197154703488,1.0
0.0004158168063010084,0.35533323189287885,1.0
0.0004176709081579384,0.3553467493437821,1.0
0.0004180092451789951,0.3553602678231758,1.0
0.00041941331212477366,0.35537378733117747,1.0
0.00041949064843548197,0.35538730786790446,1.0
0.0004218305038908802,0.3554008294334741,1.0
0.00042231216219597957,0.355414352028004,1.0
0.0004256829502748428,0.35542787565161144,1.0
0.0004258729821170759,0.355441400304414,1.0
0.0004259528868516694,0.35545492598652917,1.0
0.000426451278046659,0.3554684526980744,1.0
0.00042909941693802355,0.35548198043916734,1.0
0.00043069192343521976,0.3554955092099254,1.0
0.0004309343579425751,0.3555090390104662,1.0
0.0004324751399387958,0.35552256984090735,1.0
0.0004341587007336527,0.3555361017013664,1.0
0.00043459078045027043,0.35554963459196104,1.0
0.00043529238306067557,0.3555631685128088,1.0
0.0004362319487301853,0.3555767034640274,1.0
0.00043881525158983193,0.35559023944573454,1.0
0.00043920486750220365,0.3556037764580478,1.0
0.0004397497082863374,0.355617314501085,1.0
0.00044096836580791865,0.3556308535749638,1.0
0.00044131853441028843,0.355644393679802,1.0
0.0004413985612757216,0.35565793481571734,1.0
0.00044166977540727946,0.35567147698282753,1.0
0.00044187857755938534,0.3556850201812505,1.0
0.0004476483644816739,0.3556985644111039,1.0
0.00044907345923882836,0.3557121096725057,1.0
0.0004490917577086237,0.3557256559655737,1.0
0.0004491339293896259,0.3557392032904258,1.0
0.00044917159618414475,0.3557527516471798,1.0
0.0004493951912210794,0.3557663010359537,1.0
0.0004495207186763231,0.35577985145686536,1.0
0.0004502051232949388,0.35579340291003275,1.0
0.00045099188459467397,0.35580695539557383,1.0
0.00045364068521325186,0.35582050891360656,1.0
0.0004536582742938948,0.355834063464249,1.0
0.00045508511758633947,0.355847619047619,1.0
0.00045536054224337084,0.3558611756638348,1.0
0.00045606926259187346,0.35587473331301434,1.0
0.00045613425404116725,0.35588829199527566,1.0
0.0004584905306199872,0.35590185171073685,1.0
0.00046073496731736995,0.3559154124595161,1.0
0.000461064155991222,0.3559289742417314,1.0
0.0004616626625339976,0.35594253705750106,1.0
0.00046210841933514313,0.3559561009069431,1.0
0.0004677691972580021,0.3559696657901757,1.0
0.0004678135079155755,0.35598323170731705,1.0
0.00046803731666303583,0.35599679865848544,1.0
0.0004691253360557432,0.3560103666437991,1.0
0.00047004119488746276,0.35602393566337615,1.0
0.000472457790601485,0.35603750571733495,1.0
0.0004776834659464802,0.3560510768057938,1.0
0.0004792990906802249,0.3560646489288709,1.0
0.0004797026277830766,0.3560782220866847,1.0
0.0004802058602355029,0.35609179627935345,1.0
0.00048053543621170275,0.35610537150699556,1.0
0.00048477686098749253,0.3561189477697293,1.0
0.0004850452276214262,0.3561325250676732,1.0
0.0004855481673279713,0.35614610340094555,1.0
0.0004862244054533237,0.35615968276966486,1.0
0.0004865914512753061,0.35617326317394954,1.0
0.0004868647097656534,0.35618684461391803,1.0
0.00048693764035986746,0.35620042708968885,1.0
0.0004893043995639116,0.35621401060138047,1.0
0.0004899900350151211,0.35622759514911145,1.0
0.0004914260552543629,0.35624118073300026,1.0
0.0004954806610264493,0.3562547673531655,1.0
0.0004958028807204544,0.35626835500972576,1.0
0.0004959500034674522,0.3562819437027996,1.0
0.0004967217123821632,0.35629553343250564,1.0
0.0004982017852128399,0.3563091241989625,1.0
0.0004997559381696796,0.35632271600228876,1.0
0.0005018004535741039,0.3563363088426032,1.0
0.0005020196050869369,0.3563499027200244,1.0
0.0005027276896660653,0.3563634976346711,1.0
0.0005028125239981099,0.3563770935866621,1.0
0.0005033891991078599,0.356390690576116,1.0
0.0005035700264387603,0.3564042886031516,1.0
0.0005046359980095699,0.3564178876678877,1.0
0.0005047445414950061,0.35643148777044303,1.0
0.0005053923818066838,0.3564450889109364,1.0
0.0005055710052605815,0.35645869108948675,1.0
0.0005056414853560252,0.3564722943062128,1.0
0.0005060483127919976,0.35648589856123347,1.0
0.0005068395880210187,0.3564995038546676,1.0
0.0005086489382791425,0.3565131101866341,1.0
0.0005086669653734,0.3565267175572519,1.0
0.0005090235358974339,0.3565403259666399,1.0
0.0005102307028443249,0.35655393541491714,1.0
0.000511179856764156,0.3565675459022025,1.0
0.0005112285023573668,0.35658115742861507,1.0
0.000511239055718993,0.3565947699942737,1.0
0.0005112970509921823,0.35660838359929753,1.0
0.0005123325936169494,0.3566219982438056,1.0
0.0005126495607900337,0.35663561392791693,1.0
0.0005145803141818675,0.3566492306517506,1.0
0.000514911406657697,0.3566628484154257,1.0
0.0005150945349540437,0.35667646721906143,1.0
0.0005154230285334133,0.35669008706277683,1.0
0.0005192820262841097,0.3567037079466911,1.0
0.0005202337174664416,0.3567173298709234,1.0
0.0005217595967834271,0.3567309528355929,1.0
0.0005219213780785225,0.35674457684081884,1.0
0.000522012011783619,0.3567582018867204,1.0
0.0005241082519737114,0.35677182797341683,1.0
0.0005245850399731093,0.35678545510102744,1.0
0.0005247285826427275,0.3567990832696715,1.0
0.0005252454197542292,0.3568127124794683,1.0
0.0005255264055434683,0.3568263427305371,1.0
