date,store_nbr,sales_total,transactions
2013-01-03,49,9909.082,1702.0
2013-01-03,50,11066.465,2307.0
2013-01-03,51,11170.057,1644.0
2013-01-03,52,0.0,
2013-01-03,53,0.0,
2013-01-03,54,3901.57,920.0
2013-01-04,1,5919.879,1863.0
2013-01-04,2,7526.377,2066.0
2013-01-04,3,17392.098,3188.0
2013-01-04,4,6902.05,1596.0
2013-01-04,5,7347.642,1642.0
2013-01-04,6,8869.212,1679.0
2013-01-04,7,8096.573,1513.0
2013-01-04,8,11124.65,2962.0
2013-01-04,9,8085.1587,1975.0
2013-01-04,10,3381.016,970.0
2013-01-04,11,12171.998,2515.0
2013-01-04,12,3684.053,1064.0
2013-01-04,13,4249.484,879.0
2013-01-04,14,5777.689,1641.0
2013-01-04,15,4825.647,1318.0
2013-01-04,16,4616.99,977.0
2013-01-04,17,5239.569,1139.0
2013-01-04,18,4033.748,1238.0
2013-01-04,19,3233.503,1003.0
2013-01-04,20,0.0,
2013-01-04,21,0.0,
2013-01-04,22,0.0,
2013-01-04,23,5620.5283,1257.0
2013-01-04,24,10059.481,2607.0
2013-01-04,25,4844.354,1054.0
2013-01-04,26,3538.449,813.0
2013-01-04,27,4586.466,1034.0
2013-01-04,28,2615.645,651.0
2013-01-04,29,0.0,
2013-01-04,30,1987.33,689.0
2013-01-04,31,6107.6357,1246.0
2013-01-04,32,2705.501,680.0
2013-01-04,33,4282.112,948.0
2013-01-04,34,6100.12,2369.0
2013-01-04,35,2406.925,630.0
2013-01-04,36,0.0,
2013-01-04,37,8954.49,1701.0
2013-01-04,38,7433.773,1723.0
2013-01-04,39,5605.498,1285.0
2013-01-04,40,3838.027,1044.0
2013-01-04,41,3581.132,835.0
2013-01-04,42,0.0,
2013-01-04,43,5499.704,1358.0
2013-01-04,44,22795.799,4169.0
2013-01-04,45,19936.195,3630.0
2013-01-04,46,17073.064,3434.0
2013-01-04,47,18982.01,3915.0
2013-01-04,48,15276.803,2900.0
2013-01-04,49,10284.566,2016.0
2013-01-04,50,12147.439,2698.0
2013-01-04,51,12452.326,1786.0
2013-01-04,52,0.0,
2013-01-04,53,0.0,
2013-01-04,54,3266.966,794.0
2013-01-05,1,6318.785,1509.0
2013-01-05,2,9539.566,2062.0
2013-01-05,3,22700.871,3623.0
2013-01-05,4,9948.383,1825.0
2013-01-05,5,8192.598,1643.0
2013-01-05,6,12431.689,2154.0
2013-01-05,7,8610.606,1599.0
2013-01-05,8,14277.699,3060.0
2013-01-05,9,13057.11,2604.0
2013-01-05,10,5409.785,1269.0
2013-01-05,11,14763.049,3052.0
2013-01-05,12,4818.668,1293.0
2013-01-05,13,6465.232,1336.0
2013-01-05,14,7974.621,2052.0
2013-01-05,15,5694.056,1543.0
2013-01-05,16,6014.655,1109.0
2013-01-05,17,7557.546,1433.0
2013-01-05,18,6510.638,1323.0
2013-01-05,19,6363.821,1713.0
2013-01-05,20,0.0,
2013-01-05,21,0.0,
2013-01-05,22,0.0,
2013-01-05,23,6041.002,1250.0
2013-01-05,24,12031.909,2578.0
2013-01-05,25,5817.526,1355.0
2013-01-05,26,5503.186,1081.0
2013-01-05,27,6731.607,1327.0
2013-01-05,28,5939.632,1033.0
2013-01-05,29,0.0,
2013-01-05,30,2811.188,749.0
2013-01-05,31,5875.189,1317.0
2013-01-05,32,2623.645,890.0
2013-01-05,33,5981.775,1217.0
2013-01-05,34,7189.406,2599.0
2013-01-05,35,2981.362,723.0
2013-01-05,36,0.0,
2013-01-05,37,11268.065,1770.0
2013-01-05,38,9842.551,2214.0
2013-01-05,39,9256.675,1851.0
2013-01-05,40,5314.727,1118.0
2013-01-05,41,4694.56,1021.0
2013-01-05,42,0.0,
2013-01-05,43,4328.885,1205.0
2013-01-05,44,31382.508,4921.0
2013-01-05,45,27104.223,4331.0
2013-01-05,46,27231.197,4935.0
2013-01-05,47,26996.264,4764.0
2013-01-05,48,22876.475,4084.0
2013-01-05,49,13506.025,2562.0
2013-01-05,50,17930.363,3459.0
2013-01-05,51,15046.247,2068.0
2013-01-05,52,0.0,
2013-01-05,53,0.0,
2013-01-05,54,4394.549,949.0
2013-01-06,1,2199.087,520.0
2013-01-06,2,10322.388,1992.0
2013-01-06,3,25343.62,3590.0
2013-01-06,4,11679.691,1891.0
2013-01-06,5,10843.232,1754.0
2013-01-06,6,16533.562,2313.0
2013-01-06,7,8770.658,1431.0
2013-01-06,8,14425.471,2748.0
2013-01-06,9,15936.53,2635.0
2013-01-06,10,5722.053,1173.0
2013-01-06,11,15739.276,3188.0
2013-01-06,12,5762.309,1271.0
2013-01-06,13,4551.895,1008.0
2013-01-06,14,4856.513,1313.0
2013-01-06,15,5224.99,1149.0
2013-01-06,16,7543.599,1323.0
2013-01-06,17,7420.16,1383.0
2013-01-06,18,7336.31,1405.0
2013-01-06,19,4313.378,1157.0
2013-01-06,20,0.0,
2013-01-06,21,0.0,
2013-01-06,22,0.0,
2013-01-06,23,5231.643,1100.0
2013-01-06,24,11025.586,2061.0
2013-01-06,25,3201.6948,716.0
2013-01-06,26,5584.29,1075.0
2013-01-06,27,8491.491,1614.0
2013-01-06,28,7467.176,1207.0
2013-01-06,29,0.0,
2013-01-06,30,2843.072,667.0
2013-01-06,31,7957.275,1468.0
2013-01-06,32,2626.747,772.0
2013-01-06,33,7484.563,1302.0
2013-01-06,34,6738.951,2377.0
2013-01-06,35,2485.15,651.0
2013-01-06,36,0.0,
2013-01-06,37,9288.223,1282.0
2013-01-06,38,11317.936,2522.0
2013-01-06,39,8925.654,1571.0
2013-01-06,40,5014.737,1023.0
2013-01-06,41,6589.42,1142.0
2013-01-06,42,0.0,
2013-01-06,43,4978.987,1194.0
2013-01-06,44,36069.344,4925.0
2013-01-06,45,31532.04,4418.0
2013-01-06,46,34434.426,5401.0
2013-01-06,47,31646.357,4935.0
2013-01-06,48,28802.994,4591.0
2013-01-06,49,16539.775,2795.0
2013-01-06,50,16832.682,3297.0
2013-01-06,51,15730.169,1934.0
2013-01-06,52,0.0,
2013-01-06,53,0.0,
2013-01-06,54,6330.296,1180.0
2013-01-07,1,6150.9243,1807.0
2013-01-07,2,6675.971,1911.0
2013-01-07,3,17036.254,2996.0
2013-01-07,4,6748.196,1514.0
2013-01-07,5,6468.3213,1577.0
2013-01-07,6,8414.777,1713.0
2013-01-07,7,9551.409,1705.0
2013-01-07,8,9755.461,2768.0
2013-01-07,9,8951.149,2162.0
2013-01-07,10,4161.966,1148.0
2013-01-07,11,10902.779,2361.0
2013-01-07,12,3911.492,1113.0
2013-01-07,13,4012.965,921.0
2013-01-07,14,5577.955,1671.0
2013-01-07,15,4923.905,1413.0
2013-01-07,16,4826.401,1066.0
2013-01-07,17,5841.2188,1292.0
2013-01-07,18,4451.043,1369.0
2013-01-07,19,3858.209,1137.0
2013-01-07,20,0.0,
2013-01-07,21,0.0,
2013-01-07,22,0.0,
2013-01-07,23,6875.741,1185.0
2013-01-07,24,8372.484,2320.0
2013-01-07,25,2783.978,703.0
2013-01-07,26,3356.073,792.0
2013-01-07,27,4832.523,1093.0
2013-01-07,28,3665.54,775.0
2013-01-07,29,0.0,
2013-01-07,30,2350.539,663.0
2013-01-07,31,5112.127,1170.0
2013-01-07,32,2338.176,699.0
2013-01-07,33,5349.985,1078.0
2013-01-07,34,6067.254,2224.0
2013-01-07,35,2094.506,568.0
2013-01-07,36,0.0,
2013-01-07,37,7569.456,1450.0
2013-01-07,38,6264.249,1549.0
2013-01-07,39,5822.8257,1356.0
2013-01-07,40,4497.295,1148.0
2013-01-07,41,3292.9321,744.0
2013-01-07,42,0.0,
2013-01-07,43,4309.247,1137.0
2013-01-07,44,21025.328,3871.0
2013-01-07,45,17309.963,3339.0
2013-01-07,46,14835.85,3205.0
2013-01-07,47,15882.998,3570.0
2013-01-07,48,12466.907,2697.0
2013-01-07,49,9865.646,1719.0
2013-01-07,50,11405.1045,2371.0
2013-01-07,51,11514.676,1637.0
2013-01-07,52,0.0,
2013-01-07,53,0.0,
2013-01-07,54,4641.001,890.0
2013-01-08,1,5597.181,1869.0
2013-01-08,2,6109.567,1856.0
2013-01-08,3,14220.417,2826.0
2013-01-08,4,6017.6143,1397.0
2013-01-08,5,6427.859,1504.0
2013-01-08,6,7816.339,1555.0
2013-01-08,7,8200.949,1524.0
2013-01-08,8,8281.571,2639.0
2013-01-08,9,9334.926,2206.0
2013-01-08,10,3716.11,1100.0
2013-01-08,11,10182.083,2388.0
2013-01-08,12,5997.883,1130.0
2013-01-08,13,3891.686,879.0
2013-01-08,14,5424.656,1673.0
2013-01-08,15,4450.317,1330.0
2013-01-08,16,4582.702,1009.0
2013-01-08,17,5060.767,1197.0
2013-01-08,18,4233.012,1388.0
2013-01-08,19,4517.112,1013.0
2013-01-08,20,0.0,
2013-01-08,21,0.0,
2013-01-08,22,0.0,
2013-01-08,23,4231.891,1143.0
2013-01-08,24,8583.859,2349.0
2013-01-08,25,2884.284,626.0
2013-01-08,26,3161.467,729.0
2013-01-08,27,4575.527,999.0
2013-01-08,28,3826.118,877.0
2013-01-08,29,0.0,
2013-01-08,30,2104.2,701.0
2013-01-08,31,4823.2,1200.0
2013-01-08,32,1983.456,641.0
2013-01-08,33,4684.521,1164.0
2013-01-08,34,5519.704,2272.0
2013-01-08,35,2113.619,555.0
2013-01-08,36,0.0,
2013-01-08,37,7041.23,1366.0
2013-01-08,38,5020.822,1331.0
2013-01-08,39,6587.149,1417.0
2013-01-08,40,4646.065,1090.0
2013-01-08,41,3685.283,764.0
2013-01-08,42,0.0,
2013-01-08,43,3903.739,1155.0
2013-01-08,44,33993.258,3593.0
2013-01-08,45,14230.149,3102.0
2013-01-08,46,12684.897,3061.0
2013-01-08,47,13098.628,3185.0
2013-01-08,48,10014.949,2320.0
2013-01-08,49,7403.504,1609.0
2013-01-08,50,10323.583,2251.0
2013-01-08,51,10525.46,1613.0
2013-01-08,52,0.0,
2013-01-08,53,0.0,
2013-01-08,54,2634.464,729.0
2013-01-09,1,6808.579,1910.0
2013-01-09,2,6740.516,1975.0
2013-01-09,3,14735.148,2932.0
2013-01-09,4,5867.8833,1533.0
2013-01-09,5,6057.108,1513.0
2013-01-09,6,7923.974,1702.0
2013-01-09,7,7268.6157,1525.0
2013-01-09,8,9759.066,2802.0
2013-01-09,9,7193.351,1976.0
2013-01-09,10,3108.797,930.0
2013-01-09,11,9405.815,2230.0
2013-01-09,12,3375.408,1108.0
2013-01-09,13,3485.425,831.0
2013-01-09,14,4927.542,1591.0
2013-01-09,15,3580.164,1276.0
2013-01-09,16,4354.33,923.0
2013-01-09,17,4797.267,1110.0
2013-01-09,18,3742.55,1206.0
2013-01-09,19,3397.542,960.0
2013-01-09,20,0.0,
2013-01-09,21,0.0,
2013-01-09,22,0.0,
2013-01-09,23,7407.798,1127.0
2013-01-09,24,10383.336,2354.0
2013-01-09,25,3565.639,755.0
2013-01-09,26,3201.146,738.0
2013-01-09,27,4551.224,1033.0
2013-01-09,28,2634.825,645.0
2013-01-09,29,0.0,
2013-01-09,30,2059.615,627.0
2013-01-09,31,3847.153,1007.0
2013-01-09,32,1771.797,591.0
2013-01-09,33,4062.958,976.0
2013-01-09,34,5364.661,2101.0
2013-01-09,35,1823.754,539.0
2013-01-09,36,0.0,
2013-01-09,37,8305.047,1544.0
2013-01-09,38,6236.67,1525.0
2013-01-09,39,4473.921,1219.0
2013-01-09,40,3339.504,939.0
2013-01-09,41,3026.804,749.0
2013-01-09,42,0.0,
2013-01-09,43,3731.603,1000.0
2013-01-09,44,21296.041,4006.0
2013-01-09,45,15477.24,3268.0
2013-01-09,46,11619.177,2989.0
2013-01-09,47,14781.954,3370.0
2013-01-09,48,8860.459,2316.0
2013-01-09,49,8949.764,1776.0
2013-01-09,50,9822.024,2228.0
2013-01-09,51,12751.337,1786.0
2013-01-09,52,0.0,
2013-01-09,53,0.0,
2013-01-09,54,2656.275,730.0
2013-01-10,1,4757.715,1679.0
2013-01-10,2,5565.036,1761.0
2013-01-10,3,12222.912,2649.0
2013-01-10,4,4674.246,1326.0
2013-01-10,5,5950.814,1449.0
2013-01-10,6,5991.661,1422.0
2013-01-10,7,7210.119,1487.0
2013-01-10,8,8642.577,2545.0
2013-01-10,9,7173.656,1942.0
2013-01-10,10,3087.606,925.0
2013-01-10,11,9524.259,2274.0
2013-01-10,12,3434.837,1121.0
2013-01-10,13,3262.861,877.0
2013-01-10,14,4138.838,1423.0
2013-01-10,15,4116.859,1317.0
2013-01-10,16,3497.292,889.0
2013-01-10,17,4714.944,1141.0
2013-01-10,18,4234.049,1219.0
2013-01-10,19,3295.251,960.0
2013-01-10,20,0.0,
2013-01-10,21,0.0,
2013-01-10,22,0.0,
2013-01-10,23,4044.996,1024.0
2013-01-10,24,8296.848,2226.0
2013-01-10,25,2673.934,632.0
2013-01-10,26,3560.259,710.0
2013-01-10,27,4091.2222,900.0
2013-01-10,28,2843.0579,700.0
2013-01-10,29,0.0,
2013-01-10,30,2010.4451,693.0
2013-01-10,31,4056.249,1001.0
2013-01-10,32,2045.384,603.0
2013-01-10,33,3212.466,868.0
2013-01-10,34,4699.461,2079.0
2013-01-10,35,1621.572,553.0
2013-01-10,36,0.0,
2013-01-10,37,6105.35,1323.0
2013-01-10,38,4742.981,1323.0
2013-01-10,39,5583.423,1209.0
2013-01-10,40,3263.473,944.0
2013-01-10,41,2592.269,649.0
2013-01-10,42,0.0,
2013-01-10,43,3516.836,967.0
2013-01-10,44,15522.828,3323.0
2013-01-10,45,10848.866,2697.0
2013-01-10,46,9848.527,2627.0
2013-01-10,47,12557.096,2982.0
2013-01-10,48,8438.169,2212.0
2013-01-10,49,6697.649,1481.0
2013-01-10,50,8124.36,2052.0
2013-01-10,51,9939.93,1515.0
2013-01-10,52,0.0,
2013-01-10,53,0.0,
2013-01-10,54,2548.82,684.0
2013-01-11,1,5494.016,1813.0
2013-01-11,2,6459.7847,1786.0
2013-01-11,3,14997.531,2954.0
2013-01-11,4,6109.589,1398.0
2013-01-11,5,6379.9727,1446.0
2013-01-11,6,7516.692,1563.0
2013-01-11,7,6897.339,1497.0
2013-01-11,8,10777.611,2858.0
2013-01-11,9,5777.136,1750.0
2013-01-11,10,3044.623,877.0
2013-01-11,11,8173.3413,2053.0
2013-01-11,12,3419.338,1072.0
2013-01-11,13,3128.2148,825.0
2013-01-11,14,4531.39,1412.0
2013-01-11,15,3602.58,1168.0
2013-01-11,16,3309.806,912.0
2013-01-11,17,4156.599,986.0
2013-01-11,18,3393.733,1221.0
2013-01-11,19,3936.346,999.0
2013-01-11,20,0.0,
2013-01-11,21,0.0,
2013-01-11,22,0.0,
2013-01-11,23,4167.432,1046.0
2013-01-11,24,9188.096,2350.0
2013-01-11,25,4794.148,979.0
2013-01-11,26,3222.095,725.0
2013-01-11,27,3763.134,856.0
2013-01-11,28,2568.746,618.0
2013-01-11,29,0.0,
2013-01-11,30,1815.917,623.0
2013-01-11,31,4162.574,1011.0
2013-01-11,32,2347.323,641.0
2013-01-11,33,4040.158,893.0
2013-01-11,34,6452.344,2407.0
2013-01-11,35,1693.4869,538.0
2013-01-11,36,0.0,
2013-01-11,37,6795.1963,1447.0
2013-01-11,38,6211.376,1557.0
2013-01-11,39,4304.53,1163.0
2013-01-11,40,3540.153,970.0
2013-01-11,41,3017.431,686.0
2013-01-11,42,0.0,
2013-01-11,43,4071.888,1264.0
2013-01-11,44,19738.475,3873.0
2013-01-11,45,14211.401,3083.0
2013-01-11,46,11766.188,2892.0
2013-01-11,47,15506.021,3312.0
2013-01-11,48,10315.506,2396.0
2013-01-11,49,7993.129,1768.0
2013-01-11,50,8876.278,2226.0
2013-01-11,51,11170.111,1658.0
2013-01-11,52,0.0,
2013-01-11,53,0.0,
2013-01-11,54,2898.904,766.0
2013-01-12,1,5467.783,1473.0
2013-01-12,2,8215.0,1998.0
2013-01-12,3,20103.025,3407.0
2013-01-12,4,7245.197,1543.0
2013-01-12,5,6935.206,1553.0
2013-01-12,6,10220.597,2020.0
2013-01-12,7,7179.963,1416.0
2013-01-12,8,12540.556,2936.0
2013-01-12,9,10308.324,2271.0
2013-01-12,10,4186.056,1120.0
2013-01-12,11,12142.971,2603.0
2013-01-12,12,4898.574,1241.0
2013-01-12,13,5361.83,1179.0
2013-01-12,14,7193.645,1939.0
2013-01-12,15,4787.259,1396.0
2013-01-12,16,4530.499,1045.0
2013-01-12,17,6547.829,1385.0
2013-01-12,18,4802.626,1217.0
2013-01-12,19,4824.005,1521.0
2013-01-12,20,0.0,
2013-01-12,21,0.0,
2013-01-12,22,0.0,
2013-01-12,23,5478.61,1208.0
2013-01-12,24,10410.881,2346.0
2013-01-12,25,7036.223,1368.0
2013-01-12,26,3917.517,907.0
2013-01-12,27,6831.978,1330.0
2013-01-12,28,4894.783,890.0
2013-01-12,29,0.0,
2013-01-12,30,2701.779,702.0
2013-01-12,31,6299.793,1262.0
2013-01-12,32,2581.304,822.0
2013-01-12,33,5226.362,1108.0
2013-01-12,34,6645.531,2591.0
2013-01-12,35,3247.009,750.0
2013-01-12,36,0.0,
2013-01-12,37,8429.158,1622.0
2013-01-12,38,8617.246,2142.0
2013-01-12,39,10403.725,1518.0
2013-01-12,40,4949.431,1039.0
2013-01-12,41,4247.3853,861.0
2013-01-12,42,0.0,
2013-01-12,43,3894.417,1142.0
2013-01-12,44,25418.678,4423.0
2013-01-12,45,22140.055,3927.0
2013-01-12,46,19544.309,4263.0
2013-01-12,47,21611.572,4278.0
2013-01-12,48,16388.637,3355.0
2013-01-12,49,11364.16,2309.0
2013-01-12,50,14671.171,3258.0
2013-01-12,51,14567.408,1873.0
2013-01-12,52,0.0,
2013-01-12,53,0.0,
2013-01-12,54,4248.146,954.0
2013-01-13,1,2693.878,542.0
2013-01-13,2,10029.188,1988.0
2013-01-13,3,20230.129,3217.0
2013-01-13,4,10677.335,1873.0
2013-01-13,5,9284.703,1510.0
2013-01-13,6,14205.989,2219.0
2013-01-13,7,8143.62,1328.0
2013-01-13,8,14227.958,2765.0
2013-01-13,9,13268.357,2457.0
2013-01-13,10,4919.65,1013.0
2013-01-13,11,12111.495,2875.0
2013-01-13,12,5472.143,1166.0
2013-01-13,13,3922.927,858.0
2013-01-13,14,4927.328,1317.0
2013-01-13,15,4061.469,1122.0
2013-01-13,16,7229.828,1260.0
2013-01-13,17,8069.092,1441.0
2013-01-13,18,6843.665,1376.0
2013-01-13,19,4878.022,1269.0
2013-01-13,20,0.0,
2013-01-13,21,0.0,
2013-01-13,22,0.0,
2013-01-13,23,5227.582,1187.0
2013-01-13,24,10914.778,2001.0
2013-01-13,25,3174.204,748.0
2013-01-13,26,5713.734,963.0
2013-01-13,27,9239.831,1575.0
2013-01-13,28,7721.679,1197.0
2013-01-13,29,0.0,
2013-01-13,30,2932.589,686.0
2013-01-13,31,8238.797,1467.0
2013-01-13,32,2569.8071,753.0
2013-01-13,33,6123.217,1207.0
2013-01-13,34,6559.635,2381.0
2013-01-13,35,2249.97,657.0
2013-01-13,36,0.0,
2013-01-13,37,7128.3027,1210.0
2013-01-13,38,10035.788,2256.0
2013-01-13,39,7750.8047,1630.0
2013-01-13,40,5254.032,1048.0
2013-01-13,41,6301.521,1120.0
2013-01-13,42,0.0,
2013-01-13,43,4636.879,1145.0
2013-01-13,44,31129.352,4676.0
2013-01-13,45,27715.914,4345.0
2013-01-13,46,26003.723,4713.0
2013-01-13,47,27466.768,4796.0
2013-01-13,48,22270.361,3993.0
2013-01-13,49,15268.749,2662.0
2013-01-13,50,16617.498,3261.0
2013-01-13,51,14753.413,1808.0
2013-01-13,52,0.0,
2013-01-13,53,0.0,
2013-01-13,54,6442.847,1225.0
2013-01-14,1,5651.685,1780.0
2013-01-14,2,5963.017,1713.0
2013-01-14,3,14202.92,2785.0
2013-01-14,4,5399.8003,1321.0
2013-01-14,5,6090.491,1457.0
2013-01-14,6,7694.75,1545.0
2013-01-14,7,8020.472,1629.0
2013-01-14,8,9174.19,2622.0
2013-01-14,9,8723.624,2009.0
2013-01-14,10,3384.093,1000.0
2013-01-14,11,8460.26,2056.0
2013-01-14,12,3700.512,1147.0
2013-01-14,13,3755.465,869.0
2013-01-14,14,5336.432,1700.0
2013-01-14,15,4425.924,1368.0
2013-01-14,16,4256.067,977.0
2013-01-14,17,5607.061,1209.0
2013-01-14,18,3975.59,1314.0
2013-01-14,19,3820.142,1115.0
2013-01-14,20,0.0,
2013-01-14,21,0.0,
2013-01-14,22,0.0,
2013-01-14,23,4357.227,1138.0
2013-01-14,24,8373.673,2341.0
2013-01-14,25,3156.0562,664.0
2013-01-14,26,3506.997,758.0
2013-01-14,27,4827.202,1005.0
2013-01-14,28,3409.722,754.0
2013-01-14,29,0.0,
2013-01-14,30,2283.881,690.0
2013-01-14,31,5029.7437,1181.0
2013-01-14,32,2015.179,644.0
2013-01-14,33,4427.272,1008.0
2013-01-14,34,5890.907,2246.0
2013-01-14,35,2109.892,579.0
2013-01-14,36,0.0,
2013-01-14,37,6376.966,1305.0
2013-01-14,38,5942.527,1502.0
2013-01-14,39,5322.9,1248.0
2013-01-14,40,4145.396,1109.0
2013-01-14,41,3326.2559,739.0
2013-01-14,42,0.0,
2013-01-14,43,3534.178,1091.0
2013-01-14,44,17518.412,3450.0
2013-01-14,45,13467.194,2937.0
2013-01-14,46,12345.81,2780.0
2013-01-14,47,13685.85,3145.0
2013-01-14,48,8997.086,2223.0
2013-01-14,49,8095.5527,1525.0
2013-01-14,50,9432.882,2150.0
2013-01-14,51,10732.842,1491.0
2013-01-14,52,0.0,
2013-01-14,53,0.0,
2013-01-14,54,3394.265,759.0
2013-01-15,1,5204.174,1680.0
2013-01-15,2,5841.515,1806.0
2013-01-15,3,13860.338,2757.0
2013-01-15,4,6089.669,1385.0
2013-01-15,5,6209.218,1450.0
2013-01-15,6,7587.9316,1619.0
2013-01-15,7,7888.646,1603.0
2013-01-15,8,8567.558,2558.0
2013-01-15,9,8599.905,2163.0
2013-01-15,10,3848.841,1070.0
2013-01-15,11,9064.256,2152.0
2013-01-15,12,3999.869,1180.0
2013-01-15,13,3769.515,871.0
2013-01-15,14,4770.311,1554.0
2013-01-15,15,3736.047,1319.0
2013-01-15,16,4684.52,1001.0
2013-01-15,17,5240.764,1216.0
2013-01-15,18,4686.08,1350.0
2013-01-15,19,3106.69,1042.0
2013-01-15,20,0.0,
2013-01-15,21,0.0,
2013-01-15,22,0.0,
2013-01-15,23,10066.204,1075.0
2013-01-15,24,8755.13,2338.0
2013-01-15,25,3005.576,644.0
2013-01-15,26,3794.025,787.0
